idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
conf/sigmod/Arpaci-DusseauACHP97,6_FvrRYnxHYJ,1291,19397,1291_19397
conf/vldb/CasatiS00,OjOQRHgD-qwJ,1292,42259,1292_42259
conf/vldb/Schnase00,OdaRU442nm0J,1293,7509,1293_7509
conf/vldb/Bowker00,fAHjV8C1hLcJ,1296,50871,1296_50871
conf/vldb/Ladin00,kPTa4IiS_sgJ,1298,25595,1298_25595
conf/vldb/Deshpande00,2DiLFd0rgPgJ,1301,36468,1301_36468
conf/sigmod/MumickQM97,c_n0wQe1FhAJ,1302,43123,1302_43123
conf/vldb/RamamrithamABEGP00,jYGXFESkS-YJ,1305,41226,1305_41226
conf/vldb/CareyKSSS00,fRo4fx_Q6gIJ,1308,4795,1308_4795
conf/sigmod/AdelbergGW97,zZo47Z-jVX4J,1309,18839,1309_18839
conf/vldb/BernsteinHJRW00,KlPsHutXQi8J,1311,50321,1311_50321
conf/vldb/PereiraFLS00,KAW0nLm2wVAJ,1313,50959,1313_50959
conf/sigmod/YangM97,xrTlYcyFKtwJ,1314,44729,1314_44729
conf/vldb/ShahabiFKF00,ln1yHhG7gdgJ,1316,13926,1316_13926
conf/vldb/LudasaherGM00,H4hHa7dQdSAJ,1317,9874,1317_9874
conf/vldb/AdiBEY00,RkjggE7xhN0J,1319,22815,1319_22815
conf/sigmod/LivnyRBCDLMW97a,vshQbbpnQiUJ,1322,8497,1322_8497
conf/sigmod/HanKS97,nD_Yjp9TNuIJ,1324,27415,1324_27415
conf/sigmod/RafieiM97,N-kEDX56ek0J,1325,57747,1325_57747
conf/vldb/CarusoCGLM00,1Xo59nOfVKoJ,1326,18352,1326_18352
conf/vldb/HelalL00,LPapCvY4RFkJ,1328,26833,1328_26833
conf/vldb/DiligentiCLGG00,XCP3p-Hk8bMJ,1329,55524,1329_55524
conf/vldb/RisheYACLMVSV00,0WYMHga_bt4J,1331,54207,1331_54207
conf/vldb/PedersenJD00,bSRLP5_ErFMJ,1334,63775,1334_63775
conf/vldb/GuPS00,mRWLGqueLNsJ,1335,56890,1335_56890
conf/sigmod/PatelYKTNBHRLEKGDN97,0inuMFZSQ50J,1336,45735,1336_45735
conf/sigmod/GebhardtJJ97,9mbr0dyW1NgJ,1337,41525,1337_41525
conf/vldb/LabioYCGW00, ,1338,52786,1338_52786
conf/vldb/JarkeKL00,6c3XQZ-_HDUJ,1339,15088,1339_15088
conf/sigmod/BozkayaO97,gIZvbo_lu2IJ,1340,27049,1340_27049
conf/sigmod/AgrawalASY97,bDiNQAdf8nEJ,1342,57453,1342_57453
conf/sigmod/AgrawalASY97,3nxl8d4c0t4J,1342,17756,1342_17756
conf/vldb/SakuraiYUK00,K2xCMgImpVkJ,1343,10846,1343_10846
conf/sigmod/LlirbatFS97,hJiwQ2CQRBkJ,1344,61969,1344_61969
conf/vldb/JiangSLB00,eZwzDZ7QhzoJ,1345,63064,1345_63064
conf/sigmod/WodtkeWWDM97,tnXqwH3BXW0J,1348,44332,1348_44332
conf/vldb/KriegelPS00,VSQ0v1UlIvoJ,1351,26143,1351_26143
conf/sigmod/SeshadriP97,f9POLlECN2gJ,1352,25875,1352_25875
conf/sigmod/Blakeley96,jQ6eIao6R0EJ,1353,33266,1353_33266
conf/vldb/PfoserJT00,0IeLWfNYZEYJ,1354,11988,1354_11988
conf/sigmod/OzdenRSS96, ,1355,6952,1355_6952
conf/vldb/KoudasIM00,VSR4PwHmGWsJ,1356,47914,1356_47914
conf/vldb/RamasamyPNK00,wR0R0jS5J6oJ,1358,43584,1358_43584
conf/sigmod/SimmenSM96,XVP8s4K0Bg4J,1359,31509,1359_31509
conf/sigmod/TomasicABKNR97,6CpWnsUqJNIJ,1361,11527,1361_11527
conf/sigmod/TomasicABKNR97,_fF5I-bkUSQJ,1361,9038,1361_9038
conf/vldb/JohnsonA00,EPVkQkFM2osJ,1362,26377,1362_26377
conf/vldb/DiaoLCT00,lzbvXZxLKJIJ,1363,1875,1363_1875
conf/vldb/Sarawagi00,z5DmAoBjsjAJ,1365,3912,1365_3912
conf/vldb/SrinivasanDFCJYKTDB00,RmyORCW6qn8J,1367,54671,1367_54671
conf/vldb/RamsakMFZEB00,4fN0QEu0KeAJ,1372,62483,1372_62483
conf/sigmod/LabioZWGGW97,uzpyy9XRpgYJ,1374,11627,1374_11627
conf/sigmod/LabioZWGGW97,Hxnlcwm_RhMJ,1374,9144,1374_9144
conf/vldb/MendelzonV00,AQLsLBctUI4J,1375,43263,1375_43263
conf/vldb/ChoG00,9MI4jOOqkn4J,1377,50149,1377_50149
conf/vldb/BalminPP00,FoAVdcYe0tsJ,1379,30868,1379_30868
conf/vldb/GantiLR00,V7byawkFcZMJ,1384,53120,1384_53120
conf/vldb/OlstonW00,R_hYW6eIUuYJ,1385,21535,1385_21535
conf/sigmod/AtzeniT97,i2LI1TWifbYJ,1386,57338,1386_57338
conf/vldb/GrumbachRS00,iQ3Zi3crc9wJ,1388,25470,1388_25470
conf/vldb/MillerHH00,Rqg_slyUMYMJ,1389,20341,1389_20341
conf/vldb/ChakrabartiM00,7P1LlDStRGYJ,1392,40174,1392_40174
conf/vldb/LakshmananJN00,1n7AY641YyAJ,1394,23770,1394_23770
conf/vldb/WangHH00,qbxHq9qXVrUJ,1395,28699,1395_28699
conf/vldb/ChaudhuriW00,OuM0E0BhEXIJ,1397,705,1397_705
conf/sigmod/KatayamaS97,GPEkH-UohLYJ,1398,17547,1398_17547
conf/vldb/ChristopheBPV00,8DRB_dYz2CgJ,1400,9720,1400_9720
conf/vldb/Taylor00,Af_4cNCu3MwJ,1401,11310,1401_11310
conf/sigmod/GuptaHR97,pGix0qZ6Uz4J,1402,41751,1402_41751
conf/vldb/SchaeferBBJ00,url:http://portal.acm.org/citation.cfm%3Fid%3D645926.671845,1406,6239,1406_6239
conf/sigmod/GeorgeH97,Ah9B3bWU0jEJ,1408,37771,1408_37771
conf/vldb/LakshmananSS99,H5bVePnEohQJ,1409,34604,1409_34604
conf/sigmod/GrayHOS96,dRwl6kpDBjEJ,1410,27733,1410_27733
conf/vldb/JaedickeM99,zh6yaOX2xiQJ,1413,42791,1413_42791
conf/vldb/LeeL99,szHsyFiOuwAJ,1416,36444,1416_36444
conf/vldb/GionisIM99,A8rGBQif7MIJ,1418,57168,1418_57168
conf/vldb/KeimH99,28GZ8M1ZPVYJ,1419,46314,1419_46314
conf/sigmod/ZhangRL96,hk9P76dJfcAJ,1420,37933,1420_37933
conf/sigmod/AchyutuniON96,eRSkDzxP1JcJ,1423,13298,1423_13298
conf/vldb/JagadishLS99,5d1R2mD-7MkJ,1424,2182,1424_2182
conf/vldb/ShanmugasundaramGTZDN99,GIlUG9H3gUUJ,1425,30895,1425_30895
conf/sigmod/VanceM96,CMMaMlYwgPkJ,1426,36364,1426_36364
conf/vldb/Johnson99,B3PwhNu8Y6IJ,1427,11953,1427_11953
conf/vldb/McHughW99,bXRF6rASxhgJ,1431,60361,1431_60361
conf/sigmod/GoelI96,hD6w1eBfjWcJ,1432,23246,1432_23246
conf/vldb/DonjerkovicR99,Eq1w4LPv_igJ,1433,60504,1433_60504
conf/vldb/JagadishKNS99,W8O7pgTYGTYJ,1435,64193,1435_64193
conf/vldb/BrodieC99,80T8-ddj8OsJ,1441,16366,1441_16366
conf/sigmod/Keim96,AF9vuEJOr6cJ,1442,35328,1442_35328
conf/vldb/Hamilton99,_zPTedzhFhQJ,1443,49974,1443_49974
conf/sigmod/Han96,DlQd7WIkVF0J,1444,43258,1444_43258
conf/vldb/Pound99,zWp_JdEQ8MgJ,1446,44542,1446_44542
conf/vldb/GarofalakisRS99,Xm3ygCvkmN8J,1448,49793,1448_49793
conf/sigmod/ChawatheRGW96,ilCT5UFnHxgJ,1451,26211,1451_26211
conf/vldb/Campbell99,m1eeQnYWL0oJ,1452,41083,1452_41083
conf/vldb/Graefe99,3m-KKBVF8KkJ,1453,57952,1453_57952
conf/sigmod/BunemanDHS96,rNVPCLfguuMJ,1454,16987,1454_16987
conf/vldb/DarmontS99,Ebi8v9FZXcgJ,1455,63379,1455_63379
conf/sigmod/NguyenS96,Cd4NNuZnIn8J,1456,55347,1456_55347
conf/vldb/AcharyaGP99,-7tsGpHin24J,1459,45718,1459_45718
conf/vldb/Mohan99,4N472VSotmMJ,1461,18981,1461_18981
conf/sigmod/SeshadriHPLRSSS96,3OxZS395vDcJ,1462,62983,1462_62983
conf/vldb/TanGO99,CcTZvs8xd2sJ,1463,31650,1463_31650
conf/sigmod/ColbyGLMT96,MgphE2z3NqYJ,1464,43936,1464_43936
conf/sigmod/LibkinMW96,OfZWx8jhQvwJ,1466,52060,1466_52060
conf/vldb/KoudasMJ99,dRemTC899xcJ,1467,11515,1467_11515
conf/sigmod/Agarwal96,ALk7huiKjWAJ,1468,34735,1468_34735
conf/vldb/IoannidisP99,umrivnVIoj0J,1469,50109,1469_50109
conf/sigmod/GangulyGMS96,05ZgvGyhSC0J,1470,6450,1470_6450
conf/vldb/JagadishMN99,RPWDtUmq6_QJ,1471,6608,1471_6608
conf/sigmod/KrishnanVI96,8tFA4ENYqKQJ,1472,61368,1472_61368
conf/sigmod/ShatdalN95,nbU59lK7JJYJ,1473,49229,1473_49229
conf/vldb/PedersenJD99,sAUncbolYJ8J,1474,58255,1474_58255
conf/vldb/LiRS99,Bf44yXvb6EAJ,1475,38330,1475_38330
conf/sigmod/Freeston95,Fr8CPbK-IFIJ,1476,7206,1476_7206
conf/vldb/KumarRRT99,fJn_2E8aihYJ,1477,28948,1477_28948
conf/sigmod/AdyaGLM95,bfcbZlt6vngJ,1478,15075,1478_15075
conf/vldb/CeriFP99,8OrOAQnaveIJ,1479,63010,1479_63010
conf/vldb/DattaRT99,gckQTLQjsj8J,1482,46088,1482_46088
conf/sigmod/RundensteinerKRCJM96,UEaXoXn3DicJ,1484,12800,1484_12800
conf/vldb/Kornacker99,aOmma8tnFKIJ,1486,32382,1486_32382
conf/vldb/ChanI99,QV20-69j6YYJ,1488,1841,1488_1841
conf/sigmod/ChooOLCGBPS96,WrrEnOJswS4J,1489,10758,1489_10758
conf/vldb/KonigW99,6HMffRHCspAJ,1490,12850,1490_12850
conf/vldb/ChaudhuriG99,l-Sn0enuHxkJ,1492,52148,1492_52148
conf/vldb/ChakrabartiBD99,zmBMRUNv8sQJ,1494,34862,1494_34862
conf/vldb/WangZL99,9PJWqPPVlQwJ,1496,23460,1496_23460
conf/vldb/RothOH99,c-Kalb26vykJ,1500,38607,1500_38607
conf/vldb/NinkHR99,tZBIZ9ZHdTkJ,1501,34904,1501_34904
conf/vldb/ChenCFGJMTW99,Hq3W65us8dkJ,1503,22103,1503_22103
conf/vldb/KnorrN99,7lkCBMe603kJ,1506,57874,1506_57874
conf/vldb/JermaineDO99,eawaEzvWj4gJ,1507,35552,1507_35552
conf/sigmod/CherniackZ96,ZsHfcZJwFQQJ,1509,30912,1509_30912
conf/vldb/TamuraK99,rAHGAfoqookJ,1510,57988,1510_57988
conf/vldb/BamfordAP99,2y9m1qzVu4EJ,1511,33145,1511_33145
conf/sigmod/HellersteinN96,_hDCldPyum0J,1512,10615,1512_10615
conf/sigmod/CookKWZ96,5MTgNlhnyTgJ,1513,38231,1513_38231
conf/vldb/BernsteinPS99,JcHiZlbsts0J,1514,3986,1514_3986
conf/vldb/GohOST99,hK5EOo-Z7JMJ,1516,11825,1516_11825
conf/sigmod/Tajima96,IZSzLlgi8tUJ,1518,2697,1518_2697
conf/sigmod/GarofalakisI96,MfPbk62EdyQJ,1520,49521,1520_49521
conf/sigmod/LiskovACDGGMMS96,Ey7Mbh6IdQIJ,1521,24773,1521_24773
conf/vldb/RaoR99,tv4rTR2Z-I8J,1522,53416,1522_53416
conf/vldb/Chawathe99,1-mxxSvIMB8J,1523,5017,1523_5017
conf/sigmod/PoosalaIHS96,hHGQKstQ2PQJ,1525,49628,1525_49628
conf/sigmod/DohertyHR96,v3IA8Go4UjIJ,1528,27851,1528_27851
conf/vldb/AbiteboulACEMM99,OYOTbj4m7JYJ,1530,30605,1530_30605
conf/vldb/VorugantiOU99,ItOlYY7ITt0J,1532,36962,1532_36962
conf/sigmod/HarinarayanRU96, ,1533,63613,1533_63613
conf/sigmod/HarinarayanRU96,QHUtoLECZzgJ,1533,35094,1533_35094
conf/vldb/PitouraC99,6VU-VxcDsFsJ,1534,10012,1534_10012
conf/vldb/PacittMS99,jJyGKE2N34gJ,1535,20465,1535_20465
conf/sigmod/GuptaMR95,ELtcV7mOQDgJ,1538,61588,1538_61588
conf/vldb/RezendeS98,niRuvMkp4r4J,1539,33572,1539_33572
conf/vldb/VenkataramanZ98,KrAyBSajhZEJ,1541,24871,1541_24871
conf/vldb/BaulierBKS98,dNK16sHm9eUJ,1543,8359,1543_8359
conf/sigmod/DavisonG95,96SrVGnDmMoJ,1545,13460,1545_13460
conf/vldb/BamfordBKM98,rfuptELfgLkJ,1546,63802,1546_63802
conf/vldb/JoshiBLL98,RufEbUPZNbYJ,1547,52349,1547_52349
conf/sigmod/AdelbergGK95,NbLabaGWoh4J,1548,40085,1548_40085
conf/sigmod/IoannidisP95,bv21uJEzUwAJ,1549,42526,1549_42526
conf/vldb/Vieille98,nlyEH7GkrjoJ,1550,13240,1550_13240
conf/vldb/DarEGP98,D6gxih90YU4J,1551,18217,1551_18217
conf/vldb/GarofalakisIO98,ReV4xpbiC6EJ,1553,50826,1553_50826
conf/sigmod/BrinDG95,7mNCkZ7D-R8J,1554,24319,1554_24319
conf/vldb/JohnsonM98,eFynrwKK_T0J,1555,54756,1555_54756
conf/vldb/AbiteboulMRVW98,CDQHFdIK_cwJ,1557,27886,1557_27886
conf/vldb/GoldmanSVG98,pweOUtA2iTAJ,1559,14895,1559_14895
conf/sigmod/LuMSS95,Kk87yanaI1AJ,1560,45260,1560_45260
conf/vldb/Shaw98,sZZVwXivu-kJ,1562,63843,1562_63843
conf/sigmod/Hope95,w3Aykr4vDVwJ,1565,60915,1565_60915
conf/vldb/Mihalisin98,FuzSLPzjrokJ,1566,22712,1566_22712
conf/vldb/George98,xACnzf6RhVwJ,1567,51694,1567_51694
conf/vldb/GrovlenHT98,xjVz8hIW-8sJ,1570,18758,1570_18758
conf/sigmod/BaruFGHJPW95,C60KJG_xVm0J,1571,61430,1571_61430
conf/vldb/CareyK98,MCuFKbwcWIIJ,1574,9394,1574_9394
conf/sigmod/Olson95,nJycrIdh5E4J,1575,10765,1575_10765
conf/vldb/LinR98,9qhYcGzQxC4J,1576,22968,1576_22968
conf/sigmod/MoleskyR95,u03oQbB0y-oJ,1577,21461,1577_21461
conf/vldb/MiloZ98,Nd7-CTB1lRgJ,1583,50694,1583_50694
conf/vldb/GarciaLL98,5MO7a6e0-GQJ,1586,30306,1586_30306
conf/vldb/BliujuteJSS98,oBpe7jg0YHYJ,1587,38984,1587_38984
conf/sigmod/FegarasM95,LSWVPfB8TC4J,1589,50777,1589_50777
conf/vldb/JagadishKMPSS98,0iiNS8BIbsUJ,1590,45955,1590_45955
conf/vldb/EsterKSWX98,MC7KlhmEQt8J,1592,30438,1592_30438
conf/vldb/CherniackZ98,So_H9Oer6lsJ,1593,29801,1593_29801
conf/vldb/NipplM98,C5jVmNqIE4IJ,1596,23474,1596_23474
conf/vldb/AnkerstBKS98,DbLGmJX7UJ8J,1597,50956,1597_50956
conf/sigmod/WilschutFA95,vgoFTdXYHZ0J,1598,43711,1598_43711
conf/sigmod/BettiniWBJ95,c57d3rgd3IcJ,1601,26795,1601_26795
conf/vldb/RamanRH99,6uP3E_WEkCAJ,1603,27691,1603_27691
conf/vldb/ZirintsisKM99,_UYteGcmBKIJ,1605,58151,1605_58151
conf/sigmod/DuSD95,Vl7gY6FsOOYJ,1606,6214,1606_6214
conf/vldb/Dayal99,url:http://portal.acm.org/citation.cfm%3Fid%3D645925.671502,1607,7276,1607_7276
conf/sigmod/SistlaW95,KO3FcQ57_rkJ,1608,16492,1608_16492
conf/vldb/FuhDCMTLDRM99,nh2FuiC6fHgJ,1611,32440,1611_32440
conf/vldb/ChengGKLLQS99,p4Q8x9UmngkJ,1614,9694,1614_9694
conf/vldb/FlorescuLSY99,aUElZKC-txIJ,1615,9637,1615_9637
conf/sigmod/ChaudhuriDY95,aaQEdfkjWN8J,1617,13857,1617_13857
conf/vldb/MengLYWCR98,EcpPzbn2EaIJ,1618,5636,1618_5636
conf/vldb/Tygar98,kKwsIC5HmsUJ,1620,44853,1620_44853
conf/vldb/GraefeBC98,v-kvo2hnsgkJ,1624,38052,1624_38052
conf/vldb/BaumannDFRW99,OV-zNC5uzHUJ,1626,28746,1626_28746
conf/vldb/AbiteboulAAACHHMMMMSTV99,zHCrzBCoweAJ,1627,19448,1627_19448
conf/vldb/BouganimCDDGS99,Ult4nmnmJp8J,1631,33748,1631_33748
conf/sigmod/Golding95,uJj9OgotYeEJ,1635,37892,1635_37892
conf/vldb/OoiGT98,LJdSx1Di81MJ,1636,7190,1636_7190
conf/vldb/MorimotoFMTY98,31YuS02mFq8J,1637,57395,1637_57395
conf/sigmod/Shyy95,OjZoGJLFGqIJ,1638,46454,1638_46454
conf/vldb/KnorrN98,gQVLY8V1hekJ,1640,30348,1640_30348
conf/vldb/Ganguly98,a8cB2S6Td-sJ,1642,2567,1642_2567
conf/vldb/ShivakumarGC98,GHz2PmQwW2UJ,1643,30159,1643_30159
conf/vldb/Greco98,CCr8CUlHeNsJ,1645,50896,1645_50896
conf/vldb/FangSGMU98,MdwCZg0RBHYJ,1648,60387,1648_60387
conf/vldb/Amer-YahiaCD98,9nmG2KCklEcJ,1649,35285,1649_35285
conf/vldb/PapadiasMD98,7vbPCi-dbawJ,1652,43288,1652_43288
conf/vldb/ZimbraoS98,1KckBFVfgyMJ,1653,45344,1653_45344
conf/vldb/CarinoJ98,LF2aUSIWko4J,1655,24994,1655_24994
conf/vldb/OzsuVU98,WAivXgeI8vIJ,1657,39223,1657_39223
conf/vldb/MuthOPW98,cy0zVqmNba4J,1660,47061,1660_47061
conf/vldb/Garcia-MolinaLY98,lWVWAhlsyYYJ,1662,3407,1662_3407
conf/vldb/ZhangL98,ZjHAEBJYahAJ,1664,28658,1664_28658
conf/vldb/ChaudhuriN97,hAqEljGAcFsJ,1665,26070,1665_26070
conf/vldb/YangKL97,qN1APPIGZMMJ,1668,24547,1668_24547
conf/vldb/TheodoratosS97,CVUC4Rc5JU8J,1669,11152,1669_11152
conf/sigmod/ShklarSKT95,4IaWCBK6dMQJ,1670,1595,1670_1595
conf/vldb/RossS97, ,1671,8422,1671_8422
conf/vldb/RothS97,1fQr1rJ4yCwJ,1675,32249,1675_32249
conf/vldb/VassalosP97,kG-k9420fGMJ,1678,17227,1678_17227
conf/vldb/SkubiszewskiV97,MJAw_2C6ErAJ,1682,40899,1682_40899
conf/vldb/AlsabtiRS97,nqOZsUydoQkJ,1684,17350,1684_17350
conf/vldb/EicklerKK97,PCFJuVxYxtwJ,1685,23797,1685_23797
conf/vldb/StathatosRB97,JH2hiRXPJcEJ,1687,15822,1687_15822
conf/vldb/BerckenSW97,w90oK0t46SAJ,1689,10271,1689_10271
conf/vldb/HelmerM97,xsh0C_nCllsJ,1691,58162,1691_58162
conf/vldb/ZhangL97,QGopit06CLEJ,1693,49620,1693_49620
conf/sigmod/HammerGIPUW95,ylzKvQxmX7cJ,1694,32547,1694_32547
conf/vldb/AshwinRSSS97,5VcKjo7jBOMJ,1695,35408,1695_35408
conf/sigmod/GibbsBT94,iS9rQqelSjMJ,1697,12108,1697_12108
conf/vldb/ChatziantoniouR97,Xx-pSjq7Mv8J,1699,44218,1699_44218
conf/sigmod/MohanN94,_2hj6snS3foJ,1702,33297,1702_33297
conf/vldb/GoldmanW97,3zf3WSt0B6UJ,1704,56416,1704_56416
conf/vldb/BaumannFRW97,7BgXVuviUvoJ,1706,44713,1706_44713
conf/sigmod/BilirisDGJR94,3Lzo6p8X-n4J,1707,41711,1707_41711
conf/vldb/WhiteheadSM97,CiYPfP3-5_kJ,1708,53906,1708_53906
conf/vldb/ChangG97,2SYiXa0vGN4J,1709,54007,1709_54007
conf/sigmod/HuangSW94,5Chw6HN64vEJ,1711,46140,1711_46140
conf/vldb/SeidlK97,LZGFMX7pdCkJ,1712,19181,1712_19181
conf/vldb/MalonM97,ogRpbFNQTSkJ,1714,22477,1714_22477
conf/vldb/KumarKA97,EhTWppk6No8J,1716,19034,1716_19034
conf/sigmod/KrollW94,zd_8s13rNRoJ,1717,4109,1717_4109
conf/vldb/GinisHKMT97,GBVvAWWCTcgJ,1718,4869,1718_4869
conf/vldb/AlonsoHST97,iRJV85kKVgwJ,1719,9026,1719_9026
conf/sigmod/ChristophidesACS94,dGbuUkhWNhMJ,1720,29244,1720_29244
conf/vldb/BernsteinHSSZ97,L2c8XblCSicJ,1722,16704,1722_16704
conf/sigmod/VingralekBW94,rM8Ecg1WL4kJ,1723,12325,1723_12325
conf/vldb/SellisRF97,moT0ba0vRKcJ,1724,22169,1724_22169
conf/sigmod/ChenR94,4Hhh-d__bksJ,1725,56123,1725_56123
conf/vldb/WildfogelY97,uqYakLN84x0J,1726,57577,1726_57577
conf/vldb/Jacobs97,U-98tPsJi6EJ,1727,11828,1727_11828
conf/sigmod/BilirisP94,KYhmilHkq_IJ,1731,56704,1731_56704
conf/vldb/RamaswamyMS98,WTYQ40Rn_tUJ,1732,2444,1732_2444
conf/vldb/SheikholeslamiCZ98,btydMRJMBqoJ,1733,15269,1733_15269
conf/sigmod/Jagadish94,eH69_dCm18wJ,1734,58460,1734_58460
conf/vldb/Moerkotte98,HcCevkoobDsJ,1738,53190,1738_53190
conf/sigmod/DarR94,TtV6gGLQ9NMJ,1740,36637,1740_36637
conf/vldb/ZouS98,fPzfCbyzqsoJ,1741,32829,1741_32829
conf/sigmod/Vaskevitch94,cr7xWKidCnYJ,1742,46791,1742_46791
conf/vldb/ShuklaDN98,1eCp1f8DhasJ,1744,59480,1744_59480
conf/sigmod/GravanoGT94,H6fWl-cSuY4J,1745,31684,1745_31684
conf/vldb/KornLKF98,ewsBMN0qVa4J,1746,16617,1746_16617
conf/sigmod/MumickP94,hUQBQ_9ohcgJ,1747,41384,1747_41384
conf/vldb/ArgePRSV98,H-AQePr2evUJ,1748,3320,1748_3320
conf/vldb/ChakrabartiSD98,wnke8ff8hYUJ,1749,33150,1749_33150
conf/sigmod/IoannidisL94,dDHNsS9sisEJ,1751,14345,1751_14345
conf/vldb/Slutz98,1blbGQk5ZpUJ,1756,52331,1756_52331
conf/vldb/DoDJJR98,69kmXg9nRZkJ,1757,478,1757_478
conf/sigmod/BersonGMJ94,bw_c9Mk0_7IJ,1758,29208,1758_29208
conf/vldb/BonczRK98,ts5vu2eNQgYJ,1760,59606,1760_59606
conf/vldb/Sterling98,LlP2Fn3bzUMJ,1761,12717,1761_12717
conf/sigmod/GraySEBW94,SG9kpHg_arUJ,1762,18004,1762_18004
conf/vldb/FankhauserGLMT98,JnwUAxUMwvQJ,1763,31521,1763_31521
conf/sigmod/DewanSHH94,GUdXGx4blW8J,1764,56494,1764_56494
conf/vldb/BelloDDFNSWZ98,zrMFWOX1h2MJ,1765,40459,1765_40459
conf/sigmod/TomasicGS94,kRHYZELNeoIJ,1766,34408,1766_34408
conf/vldb/ArunJ98,1dqeMksCm74J,1767,4308,1767_4308
conf/sigmod/HsiaoCY94,LEi_Rzm1iH0J,1769,24024,1769_24024
conf/vldb/CarinoO98,lDNAWc5SrmIJ,1772,31862,1772_31862
conf/vldb/Orenstein98,VfWJDzGt9JYJ,1777,37601,1777_37601
conf/vldb/RoussopoulosK98,Mg0A5yz-_wYJ,1779,45161,1779_45161
conf/sigmod/McIverK94,LMV_K5t2am0J,1781,40530,1781_40530
conf/vldb/SchieferKBLF98,1LATgSt5o_EJ,1782,53452,1782_53452
conf/vldb/Pogue98,bYLjqg3pPNgJ,1788,10913,1788_10913
conf/vldb/MaratheS97,vBUROMKYmQYJ,1789,55613,1789_55613
conf/sigmod/CookWZ94,LiIWlw3oNgUJ,1792,47843,1792_47843
conf/vldb/GardarinGT96,4NKqwzC5A_wJ,1793,59807,1793_59807
conf/sigmod/Englert94,KOpz_NXJ3WUJ,1794,38348,1794_38348
conf/vldb/BouganimFV96,TiffIV1Y6AMJ,1795,55717,1795_55717
conf/sigmod/Fernandez94,PmrthJYk66cJ,1796,47118,1796_47118
conf/vldb/AcharyaFZ96,ccEW59Ac84MJ,1797,20333,1797_20333
conf/vldb/GardarinST96,OHR5iQWPuyYJ,1800,45905,1800_45905
conf/vldb/SrivastavaDJL96,01ZVDudF4WAJ,1801,28537,1801_28537
conf/sigmod/FlokstraKS94,_uAjDh22Y_EJ,1802,21350,1802_21350
conf/vldb/DiwanRSS96,HjDa9on7LzoJ,1803,17078,1803_17078
conf/sigmod/Melling94,j4O-xhs1QAgJ,1805,36285,1805_36285
conf/vldb/KornSFSP96,QjbxSG6_-WIJ,1806,24069,1806_24069
conf/vldb/ViverosNR96,YWG9plUEbigJ,1808,58066,1808_58066
conf/vldb/MeoPC96,Opm5VlTzQTAJ,1814,54073,1814_54073
conf/vldb/FukudaMMT96,B8_0dK37qcsJ,1816,27304,1816_27304
conf/vldb/LabioG96,nsN_2BnT_mMJ,1818,56331,1818_56331
conf/vldb/LabioG96,B3unqvqyJrMJ,1818,53888,1818_53888
conf/vldb/McKennaBHT96,0tZaTV3W05wJ,1819,55678,1819_55678
conf/sigmod/Kim94,GzJII5F7OzAJ,1820,53272,1820_53272
conf/vldb/SevcikK96,GiHrMj3vbSAJ,1821,43512,1821_43512
conf/sigmod/LaursenOP94,fTbCV3Lh8W0J,1822,24277,1822_24277
conf/sigmod/Kulkarni94,eN_4FTimCKYJ,1823,17013,1823_17013
conf/vldb/FaloutsosG96,vwcVawlOJn0J,1824,20899,1824_20899
conf/vldb/SeshadriLR96, ,1825,13461,1825_13461
conf/vldb/StaudtJ96,6moFnThDHW0J,1829,25283,1829_25283
journals/sigmod/BonnetBDL03,aovCRhocZUcJ,1835,1185,1835_1185
conf/vldb/CareyD96,5xe-dQqXfI8J,1836,18715,1836_18715
journals/sigmod/Snodgrass03c,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959062%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1837,45364,1837_45364
conf/vldb/Hess96,Gia7489k5t4J,1839,14141,1839_14141
conf/vldb/Mohan96,wYwNJy4GsEYJ,1843,7541,1843_7541
conf/vldb/Moni96,gbjXwFztQTsJ,1845,62845,1845_62845
conf/vldb/Sheth96,xoD5vxZQJ8AJ,1848,60167,1848_60167
conf/vldb/Klots96,dTORuW_9YRoJ,1849,52884,1849_52884
conf/sigmod/CatarciS94,ga4l4QhCXU4J,1850,19438,1850_19438
conf/vldb/Padmanabhan96,1IjlMvLBFC0J,1851,43048,1851_43048
conf/vldb/LeeL96,tuVp_18tFv8J,1854,17505,1854_17505
conf/vldb/PoosalaI96,NTlGMs3lqNEJ,1855,59185,1855_59185
conf/vldb/AtzeniMM97,sARbiNQPPWQJ,1858,19470,1858_19470
conf/vldb/FlorescuKLP97, ,1860,49279,1860_49279
conf/vldb/ChristodoulakisTZ97,lojHMj5xWEwJ,1864,5238,1864_5238
conf/vldb/ShaferA97,O4UcgdEM7vYJ,1868,32419,1868_32419
conf/vldb/WangYM97,hcYKj7CHbWYJ,1869,37131,1869_37131
conf/vldb/GravanoG97,CduLyvAaxVsJ,1872,13996,1872_13996
conf/vldb/SeshadriLR97,kIzNmOrszKoJ,1874,2475,1874_2475
journals/sigmod/PalpanasPKG03,KQ6elbYA84QJ,1876,55168,1876_55168
